"Date-Time","Call-Incident Type","Incident No.","Full Address"
"10/03/2014 00:02:06","SUSCIR","2014-00058648","2300 BLOCK TELEGRAPH AVE"
"10/03/2014 00:08:16","415E","2014-00058649","1900 BLOCK SAN PABLO AVE"
"10/03/2014 00:20:40","SEC","2014-00058651"," / "
"10/03/2014 00:27:13","1196","2014-00058652","SAN PABLO AVE/SIXTY-THIRD ST"
"10/03/2014 00:39:38","415E","2014-00058653","2200 BLOCK BLAKE ST"
"10/03/2014 00:50:51","1033A","2014-00058654","1700 BLOCK EIGHTH ST"
"10/03/2014 01:13:26","415","2014-00058655","2500 BLOCK ELLSWORTH ST"
"10/03/2014 01:22:13","1042","2014-00058656","2600 BLOCK TELEGRAPH AVE"
"10/03/2014 01:26:40","1196","2014-00058658","WEBSTER ST/COLBY ST"
"10/03/2014 01:26:40","1196","2014-00058657","WEBSTER ST/COLBY ST"
"10/03/2014 01:28:07","T","2014-00058659","STANFORD ST/MARKET ST / "
"10/03/2014 01:30:41","415E","2014-00058660","2600 BLOCK SAN PABLO AVE"
"10/03/2014 01:34:13","1033A","2014-00058661","2800 BLOCK DOHR ST"
"10/03/2014 01:37:42","1196","2014-00058662","DANA ST/DOWLING PL"
"10/03/2014 01:40:53","SEC","2014-00058663","DURANT AVE/TELEGRAPH AVE"
"10/03/2014 01:54:25","SUSVEH","2014-00058664","1600 BLOCK DELAWARE ST"
"10/03/2014 02:02:49","T","2014-00058665","UNIVERSITY AVE/CURTIS ST"
"10/03/2014 02:05:20","415","2014-00058666","UNIVERSITY AVE/SEVENTH ST"
"10/03/2014 02:40:42","415E","2014-00058668","KING ST/SIXTY-SECOND ST"
"10/03/2014 02:42:03","T","2014-00058667","UNIVERSITY AVE/ACTON ST"
"10/03/2014 02:49:31","1194","2014-00058669","UNIVERSITY AVE/CHESTNUT ST"
"10/03/2014 02:53:02","415","2014-00058670","2500 BLOCK DURANT AVE"
"10/03/2014 03:09:51","SEC","2014-00058671"," / "
"10/03/2014 03:13:18","SEC","2014-00058672","100 BLOCK SEAWALL DR"
"10/03/2014 03:23:46","SUSPER","2014-00058673","BANCROFT WAY/WARRING ST"
"10/03/2014 03:36:38","1194","2014-00058674","SAN PABLO AVE/ASHBY AVE"
"10/03/2014 04:15:15","415F","2014-00058675","1600 BLOCK BERKELEY WAY"
"10/03/2014 04:58:40","PRKVIO","2014-00058676","1700 BLOCK FIFTH ST"
"10/03/2014 05:01:40","415E","2014-00058677","DWIGHT WAY/HILLEGASS AVE"
"10/03/2014 05:10:31","5150","2014-00058678","900 BLOCK GILMAN ST"
"10/03/2014 05:59:05","647J","2014-00058680","2200 BLOCK OXFORD ST"
"10/03/2014 06:09:14","1042",,"ACTON ST/BANCROFT WAY"
"10/03/2014 06:15:22","1042","2014-00058679","BANCROFT WAY/FOURTH ST"
"10/03/2014 06:45:18","415E",,"1600 BLOCK SIXTY-SECOND ST"
"10/03/2014 06:45:42","10851","2014-00058685","1600 BLOCK BERKELEY WAY"
"10/03/2014 06:55:44","1124","2014-00058681","CHANNING WAY/ELLSWORTH ST"
"10/03/2014 06:56:29","602L","2014-00058683","2600 BLOCK HILLEGASS AVE"
"10/03/2014 06:59:26","415","2014-00058682","2600 BLOCK TELEGRAPH AVE"
"10/03/2014 07:02:46","415","2014-00058684","1900 BLOCK SHATTUCK AVE"
"10/03/2014 07:03:27","10852","2014-00058686","2300 BLOCK SIXTH ST"
"10/03/2014 07:29:45","SEC","2014-00058687","2600 BLOCK HILLEGASS AVE"
"10/03/2014 07:34:12","459A","2014-00058694","1100 BLOCK UNIVERSITY AVE"
"10/03/2014 08:02:38","NEW",,"1101 UNIVERSITY AV / "
"10/03/2014 08:05:36","602L","2014-00058689","2100 BLOCK MILVIA ST"
"10/03/2014 08:11:59","5150","2014-00058688","M L KING JR WAY/ALLSTON WAY"
"10/03/2014 08:12:46","BMCVIO","2014-00058691","DWIGHT WAY/SAN PABLO AVE"
"10/03/2014 08:24:27","602L","2014-00058690","3300 BLOCK ADELINE ST"
"10/03/2014 08:50:30","242","2014-00058693","2000 BLOCK CENTER ST"
"10/03/2014 08:55:35","653M","2014-00058702","1600 BLOCK OREGON ST"
"10/03/2014 08:58:18","PRKVIO","2014-00058695","3100 BLOCK COLLEGE AVE"
"10/03/2014 09:02:33","242","2014-00058696"," / "
"10/03/2014 09:02:35","415","2014-00058697","M L KING JR WAY/ASHBY AVE"
"10/03/2014 09:18:35","602L","2014-00058700","2100 BLOCK DWIGHT WAY"
"10/03/2014 09:24:49","211","2014-00058698","1500 BLOCK UNIVERSITY AVE"
"10/03/2014 09:29:44","1033A","2014-00058699","1900 BLOCK SHATTUCK AVE"
"10/03/2014 09:40:07","242","2014-00058701","3100 BLOCK M L KING JR WAY"
"10/03/2014 09:50:21","1042","2014-00058703","ADELINE ST/ALCATRAZ AVE"
"10/03/2014 09:59:41","415","2014-00058706","NINTH ST/CHANNING WAY"
"10/03/2014 10:01:25","415","2014-00058704","1500 BLOCK DERBY ST"
"10/03/2014 10:06:35","RECOVR","2014-00058705","2200 BLOCK BROWNING ST"
"10/03/2014 10:08:16","484","2014-00058707","2400 BLOCK PROSPECT ST"
"10/03/2014 10:11:40","273 5","2014-00058708","CONFIDENTIAL"
"10/03/2014 10:15:44","415","2014-00058714","2400 BLOCK COLLEGE AVE"
"10/03/2014 10:17:14","W911","2014-00058727","800 BLOCK UNIVERSITY AVE"
"10/03/2014 10:23:17","1042","2014-00058724","1900 BLOCK CENTER ST"
"10/03/2014 10:26:13","REPO",,"2000 BLOCK BLAKE ST"
