"Date-Time","Call-Incident Type","Incident No.","Full Address"
"08/29/2014 00:14:54","415","2014-00050789","3200 BLOCK ADELINE ST"
"08/29/2014 00:22:43","T","2014-00050786","M L KING JR WAY/ALCATRAZ AVE"
"08/29/2014 00:31:33","415E","2014-00050788","2500 BLOCK DURANT AVE"
"08/29/2014 00:38:47","SUSCIR","2014-00050790","3100 BLOCK HARPER ST"
"08/29/2014 00:47:12","1033A","2014-00050791","2300 BLOCK SHATTUCK AVE"
"08/29/2014 00:49:05","415","2014-00050792","2000 BLOCK DURANT AVE"
"08/29/2014 04:47:23","1033A","2014-00050793","1200 BLOCK SECOND ST"
"08/29/2014 05:13:04","SUSPER","2014-00050794","1000 BLOCK UNIVERSITY AVE"
"08/29/2014 05:59:26","BMCVIO","2014-00050797","2000 BLOCK SHATTUCK AVE"
"08/29/2014 06:17:44","1033A","2014-00050796","2200 BLOCK SHATTUCK AVE"
"08/29/2014 06:46:03","273 5","2014-00050795","CONFIDENTIAL"
"08/29/2014 07:23:43","FOUND","2014-00050799","1800 BLOCK UNIVERSITY AVE"
"08/29/2014 07:37:31","ILLDMP","2014-00050801"," / "
"08/29/2014 08:02:19","242","2014-00050802","1700 BLOCK SACRAMENTO ST"
"08/29/2014 08:05:00","602L","2014-00050803","2600 BLOCK TELEGRAPH AVE"
"08/29/2014 08:13:18","W911",,"548 14TH ST / "
"08/29/2014 08:17:02","T","2014-00050804","PRINCE ST/SACRAMENTO ST"
"08/29/2014 08:20:31","W911",,"6700 BLOCK SAN PABLO AVE"
"08/29/2014 08:28:20","459A","2014-00050805","3100 BLOCK COLLEGE AVE"
"08/29/2014 08:32:35","ADVICE","2014-00050807","3000 BLOCK STANTON ST"
"08/29/2014 08:36:38","T","2014-00050806","OREGON ST/SACRAMENTO ST"
"08/29/2014 08:41:31","BMCVIO","2014-00050811","HILLEGASS AVE/DERBY ST"
"08/29/2014 08:49:19","459A","2014-00050808","2200 BLOCK HASTE ST"
"08/29/2014 08:54:35","RECOVR","2014-00050809","2400 BLOCK PARKER ST"
"08/29/2014 08:55:48","SUSPER","2014-00050810","2100 BLOCK ACTON ST"
"08/29/2014 09:12:15","1062B","2014-00050813","3000 BLOCK STANTON ST"
"08/29/2014 09:18:09","1124","2014-00050834","1300 BLOCK MCGEE AVE"
"08/29/2014 09:36:23","1124","2014-00050812","2100 BLOCK EIGHTH ST"
"08/29/2014 09:40:00","602L","2014-00050814","2200 BLOCK SHATTUCK AVE"
"08/29/2014 09:44:25","ADVICE","2014-00050822","1700 BLOCK PRINCE ST"
"08/29/2014 09:53:40","FOUND","2014-00050815","JONES ST/EIGHTH ST"
"08/29/2014 10:04:32","594","2014-00050816","1400 BLOCK OREGON ST"
"08/29/2014 10:13:46","415","2014-00050818","1400 BLOCK ALCATRAZ AVE"
"08/29/2014 10:17:49","SUSCIR","2014-00050817","THOUSAND OAKS BLVD/MENLO PL"
"08/29/2014 10:19:59","459A","2014-00050841","1800 BLOCK BLAKE ST"
"08/29/2014 10:27:44","602L","2014-00050823","2400 BLOCK PARKER ST"
"08/29/2014 10:29:50","1124","2014-00050835","1900 BLOCK WARD ST"
"08/29/2014 10:30:24","W911","2014-00050819","1700 BLOCK ROSE ST"
"08/29/2014 10:30:40","1124","2014-00050820","1200 BLOCK CARRISON ST"
"08/29/2014 10:35:48","PRKVIO",,"2500 BLOCK GRANT ST"
"08/29/2014 10:36:11","1033A","2014-00050821","3000 BLOCK MABEL ST"
"08/29/2014 10:45:41","10851","2014-00050826","BLAKE ST/SAN PABLO AVE"
"08/29/2014 10:45:43","1124","2014-00050825","1700 BLOCK PARKER ST"
"08/29/2014 10:47:04","415","2014-00050827","1900 BLOCK ESSEX ST"
"08/29/2014 11:15:02","1194","2014-00050829","2500 BLOCK TELEGRAPH AVE"
"08/29/2014 11:18:07","PRKVIO","2014-00050830","1300 BLOCK BERKELEY WAY"
"08/29/2014 11:32:39","1124","2014-00050836","3000 BLOCK ELLIS ST"
"08/29/2014 11:37:08","SEC","2014-00050832","1900 BLOCK ALLSTON WAY"
"08/29/2014 11:37:08","SEC","2014-00050831","1900 BLOCK ALLSTON WAY"
"08/29/2014 11:39:51","1124","2014-00050833","2200 BLOCK PIEDMONT AVE"
"08/29/2014 11:46:02","BMCVIO","2014-00050840","2000 BLOCK SHATTUCK AVE"
"08/29/2014 12:01:07","459","2014-00050837","1500 BLOCK SHATTUCK AVE"
"08/29/2014 12:07:39","459","2014-00050844","2700 BLOCK TELEGRAPH AVE"
"08/29/2014 12:09:40","415","2014-00050838","2000 BLOCK KITTREDGE ST"
"08/29/2014 12:16:43","1033A","2014-00050839","800 BLOCK UNIVERSITY AVE"
"08/29/2014 12:17:01","A911","2014-00050843","1800 BLOCK SAN PEDRO AVE"
"08/29/2014 12:17:39","SUSCIR","2014-00050842","1900 BLOCK GRANT ST"
"08/29/2014 12:24:25","ADVICE","2014-00050848","1700 BLOCK CEDAR ST"
"08/29/2014 12:27:04","W911",,"6700 BLOCK SAN PABLO AVE"
"08/29/2014 12:35:18","602L","2014-00050846","2500 BLOCK TELEGRAPH AVE"
"08/29/2014 12:36:31","LOST","2014-00050845","1800 BLOCK EUCLID AVE"
"08/29/2014 12:37:56","W911","2014-00050847","100 BLOCK BERKELEY SQ"
"08/29/2014 12:41:29","602L","2014-00050859","2500 BLOCK DWIGHT WAY"
"08/29/2014 12:49:47","653M",,"1300 BLOCK PERALTA AVE"
"08/29/2014 12:52:15","5150","2014-00050852","2300 BLOCK BANCROFT WAY"
"08/29/2014 12:55:03","PRKVIO",,"FOURTH ST/DELAWARE ST"
"08/29/2014 13:01:02","415F","2014-00050849","BANCROFT WAY/DANA ST"
"08/29/2014 13:02:17","A911","2014-00050854","1800 BLOCK UNIVERSITY AVE"
"08/29/2014 13:09:25","415","2014-00050851","2300 BLOCK DURANT AVE"
"08/29/2014 13:09:51","PRKVIO","2014-00050850","2000 BLOCK DURANT AVE"
"08/29/2014 13:12:54","1194","2014-00050853","PARKER ST/TELEGRAPH AVE"
"08/29/2014 13:14:04","23152","2014-00050860","LA LOMA AVE/BUENA VISTA WAY"
